Neurite,ArborType,BrainRegion,Species,Archive,SeqLen,Region2,Region3,Class1,Class2,Class3,Gender,Protocol,AgeClass,Strain,ExperCond,Order,Layer,CorticalRegion,CorticalLobe
C240797B-P1-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,33,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C240797B-P3-Axon,Axon,Neocortex,Rat,Markram,16,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C240797B-P3-BasalDendrite,Dendrite,Neocortex,Rat,Markram,24,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C240797B-P3-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,16,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C240998A-I-Axon,Axon,Neocortex,Rat,Markram,18,Somatosensory,Not reported,Interneuron,Bitufted cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C240998A-I-Dendrite,Dendrite,Neocortex,Rat,Markram,48,Somatosensory,Not reported,Interneuron,Bitufted cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C240998A-I3-Axon,Axon,Neocortex,Rat,Markram,199,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C240998A-I3-Dendrite,Dendrite,Neocortex,Rat,Markram,20,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C240998A-P4-BasalDendrite,Dendrite,Neocortex,Rat,Markram,12,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C250298A-I4-Axon,Axon,Neocortex,Rat,Markram,187,Somatosensory,Not reported,Interneuron,Bitufted cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C250298A-I4-Dendrite,Dendrite,Neocortex,Rat,Markram,22,Somatosensory,Not reported,Interneuron,Bitufted cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C250300C2-ax-Axon,Axon,Neocortex,Rat,Markram,104,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C250500A-I4-Axon,Axon,Neocortex,Rat,Markram,65,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C250500A-I4-Dendrite,Dendrite,Neocortex,Rat,Markram,33,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C250500A-P2-BasalDendrite,Dendrite,Neocortex,Rat,Markram,18,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C250500A-P2-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,39,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C250500A-P3-BasalDendrite,Dendrite,Neocortex,Rat,Markram,10,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C250500A-P3-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,24,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C251197A-I1-Axon,Axon,Neocortex,Rat,Markram,111,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C251197A-I1-BasalDendrite,Dendrite,Neocortex,Rat,Markram,13,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C251197A-I1-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,11,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C251197A-I3-Axon,Axon,Neocortex,Rat,Markram,8,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C251197A-I3-BasalDendrite,Dendrite,Neocortex,Rat,Markram,43,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C251197A-I3-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,12,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C251197A-P4-Axon,Axon,Neocortex,Rat,Markram,14,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C251197A-P4-BasalDendrite,Dendrite,Neocortex,Rat,Markram,17,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260199A-I3-Axon,Axon,Neocortex,Rat,Markram,126,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C260199A-I3-Dendrite,Dendrite,Neocortex,Rat,Markram,33,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C260199A-P2-BasalDendrite,Dendrite,Neocortex,Rat,Markram,19,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C260897C-I1-Axon,Axon,Neocortex,Rat,Markram,26,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-I1-Dendrite,Dendrite,Neocortex,Rat,Markram,22,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P2-Axon,Axon,Neocortex,Rat,Markram,18,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P2-BasalDendrite,Dendrite,Neocortex,Rat,Markram,39,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P2-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,21,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P3-Axon,Axon,Neocortex,Rat,Markram,40,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P3-BasalDendrite,Dendrite,Neocortex,Rat,Markram,32,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P3-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,9,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P4-Axon,Axon,Neocortex,Rat,Markram,41,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P4-BasalDendrite,Dendrite,Neocortex,Rat,Markram,14,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C260897C-P4-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,16,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C261296A-P1-Axon,Axon,Neocortex,Rat,Markram,32,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C261296A-P1-BasalDendrite,Dendrite,Neocortex,Rat,Markram,25,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C261296A-P1-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,165,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C261296A-P2-Axon,Axon,Neocortex,Rat,Markram,34,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C261296A-P2-BasalDendrite,Dendrite,Neocortex,Rat,Markram,36,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C261296A-P2-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,85,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C261296A-P3-Axon,Axon,Neocortex,Rat,Markram,21,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C261296A-P3-BasalDendrite,Dendrite,Neocortex,Rat,Markram,54,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C261296A-P3-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,115,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C270801-I3-Axon,Axon,Neocortex,Rat,Markram,44,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 6,Somatosensory,Parietal
C270999B-I4-Dendrite,Dendrite,Neocortex,Rat,Markram,46,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C270999B-P2-BasalDendrite,Dendrite,Neocortex,Rat,Markram,41,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C270999B-P3-BasalDendrite,Dendrite,Neocortex,Rat,Markram,35,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C270999B-P3-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,18,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C271097A-I4-Axon,Axon,Neocortex,Rat,Markram,217,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-I4-BasalDendrite,Dendrite,Neocortex,Rat,Markram,11,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-I4-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,10,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-P1-Axon,Axon,Neocortex,Rat,Markram,37,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-P1-BasalDendrite,Dendrite,Neocortex,Rat,Markram,22,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-P1-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,11,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-P2-Axon,Axon,Neocortex,Rat,Markram,21,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-P2-BasalDendrite,Dendrite,Neocortex,Rat,Markram,15,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-P3-Axon,Axon,Neocortex,Rat,Markram,34,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C271097A-P3-BasalDendrite,Dendrite,Neocortex,Rat,Markram,22,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C280199C-I4-Axon,Axon,Neocortex,Rat,Markram,173,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-I4-BasalDendrite,Dendrite,Neocortex,Rat,Markram,30,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-I4-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,18,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-P1-Axon,Axon,Neocortex,Rat,Markram,24,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-P1-BasalDendrite,Dendrite,Neocortex,Rat,Markram,35,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-P1-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,16,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-P2-Axon,Axon,Neocortex,Rat,Markram,33,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-P2-BasalDendrite,Dendrite,Neocortex,Rat,Markram,27,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-P2-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,20,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-P3-Axon,Axon,Neocortex,Rat,Markram,11,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280199C-P3-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,23,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280998A-I2-Axon,Axon,Neocortex,Rat,Markram,63,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280998A-I2-Dendrite,Dendrite,Neocortex,Rat,Markram,28,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280998A-I4-Axon,Axon,Neocortex,Rat,Markram,50,Somatosensory,Not reported,Not reported,Not reported,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280998A-I4-Dendrite,Dendrite,Neocortex,Rat,Markram,16,Somatosensory,Not reported,Not reported,Not reported,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280998A-P3-Axon,Axon,Neocortex,Rat,Markram,11,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280998A-P3-BasalDendrite,Dendrite,Neocortex,Rat,Markram,18,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C280998A-P3-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,12,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C281197A-I2-Axon,Axon,Neocortex,Rat,Markram,146,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C281197A-I2-Dendrite,Dendrite,Neocortex,Rat,Markram,20,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C281197A-I4-Axon,Axon,Neocortex,Rat,Markram,157,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C281197A-I4-BasalDendrite,Dendrite,Neocortex,Rat,Markram,27,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C281199A-IN-Axon,Axon,Neocortex,Rat,Markram,109,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C281199A-IN-Dendrite,Dendrite,Neocortex,Rat,Markram,33,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C290500B-I2-Axon,Axon,Neocortex,Rat,Markram,116,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C290500B-I2-Dendrite,Dendrite,Neocortex,Rat,Markram,29,Somatosensory,Not reported,Interneuron,Basket cell,Nest,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C290500B-I3-Axon,Axon,Neocortex,Rat,Markram,129,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C290500B-I3-Dendrite,Dendrite,Neocortex,Rat,Markram,33,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 2/3,Somatosensory,Parietal
C290500C-I4-Axon,Axon,Neocortex,Rat,Markram,146,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C290500C-I4-Dendrite,Dendrite,Neocortex,Rat,Markram,41,Somatosensory,Not reported,Interneuron,Martinotti cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C290500C-P1-Axon,Axon,Neocortex,Rat,Markram,37,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C290500C-P1-BasalDendrite,Dendrite,Neocortex,Rat,Markram,22,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C290500C-P1-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,27,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C290999C-I4-Axon,Axon,Neocortex,Rat,Markram,12,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C290999C-I4-Dendrite,Dendrite,Neocortex,Rat,Markram,26,Somatosensory,Not reported,Interneuron,Basket cell,Large,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 5,Somatosensory,Parietal
C300301B1-Axon,Axon,Neocortex,Rat,Markram,201,Somatosensory,Not reported,Interneuron,Basket cell,Large,F,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C300301B1-Dendrite,Dendrite,Neocortex,Rat,Markram,18,Somatosensory,Not reported,Interneuron,Basket cell,Large,F,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C300797C-I1-Axon,Axon,Neocortex,Rat,Markram,64,Somatosensory,Not reported,Interneuron,Bipolar cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C300797C-P2-Axon,Axon,Neocortex,Rat,Markram,18,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C300797C-P2-ApicalDendrite,ApicalDendrite,Neocortex,Rat,Markram,15,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
C300797C-P4-Axon,Axon,Neocortex,Rat,Markram,9,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,NR,In vitro,Young,Wistar Rat,Control,Rodent,Layer 4,Somatosensory,Parietal
